Nome,Email,WhatsApp,Valor Conta,Fase,Distribuidora,Status,Data Criacao
"Sorveteria Puro Express",sorveteriapuroexpress65@gmail.com,(31) 96042-2898,2888,TRIFASICO,CEMIG Minas Gerais,new,2025-12-20T19:31:30.670Z
"Mercado Mais Express",mercadomaisexpress42@gmail.com,(31) 97095-3678,1389,MONOFASICO,CEMIG Minas Gerais,new,2025-12-04T20:15:41.077Z
"Açougue do Bairro Ltda",aouguedobairroltda49@gmail.com,(31) 94606-8568,2402,TRIFASICO,CEMIG Minas Gerais,new,2025-10-11T13:26:38.651Z
"Carlos Carvalho",carloscarvalho40@gmail.com,(31) 93366-2295,2571,TRIFASICO,CEMIG Minas Gerais,new,2025-12-17T15:44:32.309Z
"Fernanda Almeida",fernandaalmeida60@gmail.com,(31) 91001-0179,3347,TRIFASICO,CEMIG Minas Gerais,new,2025-10-14T07:25:33.549Z
"Francisco Pereira",franciscopereira33@gmail.com,(31) 93939-9910,561,MONOFASICO,CEMIG Minas Gerais,new,2025-11-27T21:48:19.627Z
"Sorveteria Mineiro Express",sorveteriamineiroexpress13@gmail.com,(31) 97651-3159,1026,BIFASICO,CEMIG Minas Gerais,new,2025-11-10T11:24:42.228Z
"Mercado Tropical Ltda",mercadotropicalltda25@gmail.com,(31) 90975-9610,1122,MONOFASICO,CEMIG Minas Gerais,new,2025-10-11T10:43:09.260Z
"Mercado Premium Ltda",mercadopremiumltda64@gmail.com,(31) 92631-5951,1449,BIFASICO,CEMIG Minas Gerais,new,2025-11-29T14:44:24.283Z
"Sorveteria Sabor",sorveteriasabor18@gmail.com,(31) 94074-1108,3143,BIFASICO,CEMIG Minas Gerais,new,2025-11-24T15:17:09.721Z
"Carlos Santos",carlossantos50@gmail.com,(31) 94985-7595,813,TRIFASICO,CEMIG Minas Gerais,new,2025-11-04T11:15:10.633Z
"Luiz Souza",luizsouza15@gmail.com,(31) 98007-1089,4797,TRIFASICO,CEMIG Minas Gerais,new,2025-12-04T14:46:04.009Z
"José Almeida",josalmeida28@gmail.com,(31) 90562-9428,1411,BIFASICO,CEMIG Minas Gerais,new,2025-12-05T18:46:14.749Z
"Açougue Tropical Express",aouguetropicalexpress57@gmail.com,(31) 98166-4108,2639,BIFASICO,CEMIG Minas Gerais,new,2025-12-07T00:22:37.749Z
"Juliana Alves",julianaalves14@gmail.com,(31) 99979-8436,4850,TRIFASICO,CEMIG Minas Gerais,new,2025-11-12T12:56:41.469Z
"Mercado Real Ltda",mercadorealltda41@gmail.com,(31) 90476-7796,2371,TRIFASICO,CEMIG Minas Gerais,new,2025-12-15T06:12:34.541Z
"Açougue Central",aouguecentral58@gmail.com,(31) 93135-3231,3249,TRIFASICO,CEMIG Minas Gerais,new,2025-10-30T03:53:08.606Z
"Padaria Puro e Cia",padariapuroecia90@gmail.com,(31) 97329-5346,1850,BIFASICO,CEMIG Minas Gerais,new,2025-10-25T17:54:13.514Z
"Mercado Mais e Cia",mercadomaisecia36@gmail.com,(31) 98891-6109,3740,TRIFASICO,CEMIG Minas Gerais,new,2025-10-30T00:17:47.534Z
"Mercado Central e Cia",mercadocentralecia73@gmail.com,(31) 96450-0240,1763,BIFASICO,CEMIG Minas Gerais,new,2025-12-27T14:12:02.500Z
"Padaria Sabor Ltda",padariasaborltda13@gmail.com,(31) 92600-1641,1975,TRIFASICO,CEMIG Minas Gerais,new,2025-10-29T00:19:20.444Z
"Padaria Sabor Ltda",padariasaborltda99@gmail.com,(31) 95296-2017,2981,BIFASICO,CEMIG Minas Gerais,new,2025-11-20T23:55:01.138Z
"Mercado Mineiro",mercadomineiro45@gmail.com,(31) 99943-7715,2270,TRIFASICO,CEMIG Minas Gerais,new,2025-12-26T00:45:11.693Z
"Açougue do Bairro Ltda",aouguedobairroltda20@gmail.com,(31) 98197-8290,1170,BIFASICO,CEMIG Minas Gerais,new,2025-11-15T18:53:44.365Z
"Padaria Tropical Ltda",padariatropicalltda73@gmail.com,(31) 96465-1412,2664,BIFASICO,CEMIG Minas Gerais,new,2025-12-26T01:12:41.747Z
"José Costa",joscosta12@gmail.com,(31) 94452-1159,3991,BIFASICO,CEMIG Minas Gerais,new,2025-11-23T03:07:19.248Z
"Sorveteria Central Ltda",sorveteriacentralltda61@gmail.com,(31) 93588-1200,3260,BIFASICO,CEMIG Minas Gerais,new,2025-10-27T06:40:50.604Z
"Padaria Tropical Express",padariatropicalexpress51@gmail.com,(31) 93806-4616,2663,TRIFASICO,CEMIG Minas Gerais,new,2025-10-26T07:47:23.460Z
"Sorveteria Puro e Cia",sorveteriapuroecia87@gmail.com,(31) 99428-3274,4109,MONOFASICO,CEMIG Minas Gerais,new,2025-12-19T02:50:44.859Z
"Lucas Silva",lucassilva67@gmail.com,(31) 99510-6694,3040,TRIFASICO,CEMIG Minas Gerais,new,2025-10-26T19:44:12.107Z
"Marcos Almeida",marcosalmeida37@gmail.com,(31) 94067-7037,1966,BIFASICO,CEMIG Minas Gerais,new,2025-12-18T05:47:11.077Z
"Padaria Real Express",padariarealexpress72@gmail.com,(31) 93278-6968,3480,TRIFASICO,CEMIG Minas Gerais,new,2025-10-30T21:14:14.262Z
"Beatriz Costa",beatrizcosta17@gmail.com,(31) 97415-3769,2199,TRIFASICO,CEMIG Minas Gerais,new,2025-12-26T01:32:37.724Z
"Açougue Central Ltda",aouguecentralltda4@gmail.com,(31) 91714-5801,3126,TRIFASICO,CEMIG Minas Gerais,new,2025-12-02T06:31:18.661Z
"Marcos Santos",marcossantos97@gmail.com,(31) 97109-5844,1563,BIFASICO,CEMIG Minas Gerais,new,2025-12-23T08:30:05.329Z
"Sorveteria Real Ltda",sorveteriarealltda25@gmail.com,(31) 95503-2464,977,TRIFASICO,CEMIG Minas Gerais,new,2025-12-29T10:01:01.142Z
"Padaria Tropical Ltda",padariatropicalltda48@gmail.com,(31) 94671-5508,1988,TRIFASICO,CEMIG Minas Gerais,new,2025-12-16T07:52:51.874Z
"Mercado Premium",mercadopremium72@gmail.com,(31) 91597-1277,2234,BIFASICO,CEMIG Minas Gerais,new,2025-11-14T15:03:02.043Z
"Sorveteria Tropical Express",sorveteriatropicalexpress68@gmail.com,(31) 95064-9588,3373,TRIFASICO,CEMIG Minas Gerais,new,2025-11-24T13:57:49.872Z
"Paulo Rodrigues",paulorodrigues31@gmail.com,(31) 94373-6879,3483,TRIFASICO,CEMIG Minas Gerais,new,2025-10-09T14:13:24.583Z
"Açougue Sabor Ltda",aouguesaborltda46@gmail.com,(31) 90877-8764,4479,TRIFASICO,CEMIG Minas Gerais,new,2025-10-21T23:24:45.103Z
"Sorveteria Gostoso",sorveteriagostoso44@gmail.com,(31) 98080-7867,1239,BIFASICO,CEMIG Minas Gerais,new,2025-12-11T16:24:46.075Z
"Açougue do Bairro e Cia",aouguedobairroecia66@gmail.com,(31) 97322-2693,575,BIFASICO,CEMIG Minas Gerais,new,2025-11-20T18:33:43.546Z
"Juliana Oliveira",julianaoliveira14@gmail.com,(31) 91639-0712,2914,MONOFASICO,CEMIG Minas Gerais,new,2025-11-06T14:24:53.233Z
"Açougue Central Express",aouguecentralexpress89@gmail.com,(31) 98278-9883,3044,MONOFASICO,CEMIG Minas Gerais,new,2025-12-23T11:05:57.318Z
"Açougue Mais Express",aouguemaisexpress89@gmail.com,(31) 98698-6502,3307,BIFASICO,CEMIG Minas Gerais,new,2026-01-03T10:51:01.585Z
"José Rodrigues",josrodrigues51@gmail.com,(31) 96602-3080,1359,TRIFASICO,CEMIG Minas Gerais,new,2025-11-13T05:26:11.507Z
"Açougue do Bairro Ltda",aouguedobairroltda6@gmail.com,(31) 98809-1108,3067,MONOFASICO,CEMIG Minas Gerais,new,2025-10-31T13:47:19.778Z
"Luiz Ribeiro",luizribeiro54@gmail.com,(31) 97649-2756,2901,BIFASICO,CEMIG Minas Gerais,new,2025-12-29T12:18:46.331Z
"Beatriz Ribeiro",beatrizribeiro53@gmail.com,(31) 98086-0039,4027,TRIFASICO,CEMIG Minas Gerais,new,2025-12-07T16:01:37.731Z
"Padaria Gostoso e Cia",padariagostosoecia48@gmail.com,(31) 97569-7513,1587,TRIFASICO,CEMIG Minas Gerais,new,2025-11-01T17:40:39.870Z
"Beatriz Martins",beatrizmartins64@gmail.com,(31) 95877-2541,2908,MONOFASICO,CEMIG Minas Gerais,new,2025-10-23T01:02:26.810Z
"Mercado Premium e Cia",mercadopremiumecia16@gmail.com,(31) 97087-0813,3274,MONOFASICO,CEMIG Minas Gerais,new,2025-12-14T02:49:20.742Z
"Padaria Tropical Ltda",padariatropicalltda85@gmail.com,(31) 90179-3692,1173,TRIFASICO,CEMIG Minas Gerais,new,2025-12-30T17:01:57.959Z
"Ana Alves",anaalves32@gmail.com,(31) 92542-1289,4369,BIFASICO,CEMIG Minas Gerais,new,2025-12-28T06:27:41.584Z
"Carlos Souza",carlossouza75@gmail.com,(31) 91778-9574,4784,BIFASICO,CEMIG Minas Gerais,new,2026-01-02T17:00:11.790Z
"Mercado Puro",mercadopuro42@gmail.com,(31) 97261-6460,2308,BIFASICO,CEMIG Minas Gerais,new,2025-10-30T10:29:57.363Z
"Mercado do Bairro Ltda",mercadodobairroltda96@gmail.com,(31) 96273-3023,2672,BIFASICO,CEMIG Minas Gerais,new,2025-12-31T01:20:04.019Z
"Padaria do Bairro Express",padariadobairroexpress26@gmail.com,(31) 94143-4655,4965,TRIFASICO,CEMIG Minas Gerais,new,2025-12-31T19:19:26.558Z
"Mercado Central e Cia",mercadocentralecia13@gmail.com,(31) 98630-5773,4037,TRIFASICO,CEMIG Minas Gerais,new,2025-12-15T15:59:59.567Z
"Açougue Gostoso Ltda",aouguegostosoltda49@gmail.com,(31) 90217-0283,4100,MONOFASICO,CEMIG Minas Gerais,new,2025-11-13T21:31:22.534Z
"Lucas Carvalho",lucascarvalho49@gmail.com,(31) 94901-0826,2659,BIFASICO,CEMIG Minas Gerais,new,2025-12-30T10:03:37.081Z
"Mercado Premium",mercadopremium66@gmail.com,(31) 91051-2200,3185,TRIFASICO,CEMIG Minas Gerais,new,2025-11-15T13:02:38.929Z
"Açougue Mineiro Ltda",aouguemineiroltda6@gmail.com,(31) 98610-6183,3632,MONOFASICO,CEMIG Minas Gerais,new,2025-10-28T11:39:55.493Z
"Mercado do Bairro e Cia",mercadodobairroecia92@gmail.com,(31) 95462-2287,3506,TRIFASICO,CEMIG Minas Gerais,new,2025-12-19T15:59:45.518Z
"Carlos Oliveira",carlosoliveira19@gmail.com,(31) 91180-7532,847,TRIFASICO,CEMIG Minas Gerais,new,2025-12-16T22:32:51.445Z
"Mercado Sabor e Cia",mercadosaborecia68@gmail.com,(31) 91478-0668,1850,TRIFASICO,CEMIG Minas Gerais,new,2025-12-26T02:38:07.903Z
"Paulo Ferreira",pauloferreira77@gmail.com,(31) 98089-8194,4216,TRIFASICO,CEMIG Minas Gerais,new,2025-10-27T15:07:46.726Z
"Paulo Oliveira",paulooliveira67@gmail.com,(31) 99395-3240,4686,BIFASICO,CEMIG Minas Gerais,new,2025-11-13T03:37:05.809Z
"Carlos Lima",carloslima54@gmail.com,(31) 97698-1831,4102,BIFASICO,CEMIG Minas Gerais,new,2025-11-09T14:04:32.845Z
"Antonio Rodrigues",antoniorodrigues32@gmail.com,(31) 94816-1253,1609,BIFASICO,CEMIG Minas Gerais,new,2025-12-16T18:40:25.484Z
"Padaria Mineiro Express",padariamineiroexpress66@gmail.com,(31) 99677-2529,1341,TRIFASICO,CEMIG Minas Gerais,new,2025-12-29T02:47:24.683Z
"Mercado Mais e Cia",mercadomaisecia66@gmail.com,(31) 90048-8583,579,TRIFASICO,CEMIG Minas Gerais,new,2025-12-25T14:20:54.097Z
"Padaria Mineiro",padariamineiro96@gmail.com,(31) 98950-8127,2995,TRIFASICO,CEMIG Minas Gerais,new,2025-11-10T13:36:00.032Z
"Mercado Gostoso",mercadogostoso12@gmail.com,(31) 99752-9496,3203,MONOFASICO,CEMIG Minas Gerais,new,2025-12-08T09:03:49.241Z
"Mercado Gostoso e Cia",mercadogostosoecia29@gmail.com,(31) 94110-5773,4042,BIFASICO,CEMIG Minas Gerais,new,2025-12-22T08:57:45.603Z
"Mercado Mineiro",mercadomineiro40@gmail.com,(31) 90543-7021,4521,BIFASICO,CEMIG Minas Gerais,new,2025-10-11T17:22:29.432Z
"Mercado Puro e Cia",mercadopuroecia42@gmail.com,(31) 94225-2345,2538,TRIFASICO,CEMIG Minas Gerais,new,2025-11-29T15:54:57.681Z
"Sorveteria Gostoso e Cia",sorveteriagostosoecia54@gmail.com,(31) 93781-2343,3535,BIFASICO,CEMIG Minas Gerais,new,2025-10-12T20:57:48.146Z
"Ana Ferreira",anaferreira61@gmail.com,(31) 98037-6424,2515,TRIFASICO,CEMIG Minas Gerais,new,2025-11-15T22:55:29.189Z
"Açougue Premium e Cia",aouguepremiumecia52@gmail.com,(31) 90205-2392,3301,MONOFASICO,CEMIG Minas Gerais,new,2025-12-04T07:39:22.377Z
"Mercado Premium e Cia",mercadopremiumecia80@gmail.com,(31) 99917-8768,1235,TRIFASICO,CEMIG Minas Gerais,new,2025-12-29T23:16:29.205Z
"Mercado Mais Express",mercadomaisexpress42@gmail.com,(31) 92308-1173,3200,TRIFASICO,CEMIG Minas Gerais,new,2025-12-26T13:42:12.916Z
"Mercado Tropical Express",mercadotropicalexpress47@gmail.com,(31) 94578-4030,1546,BIFASICO,CEMIG Minas Gerais,new,2025-10-22T17:29:19.933Z
"Marcos Santos",marcossantos51@gmail.com,(31) 91593-2804,4967,BIFASICO,CEMIG Minas Gerais,new,2025-12-22T12:34:02.278Z
"Açougue Puro Express",aouguepuroexpress83@gmail.com,(31) 99264-9076,586,BIFASICO,CEMIG Minas Gerais,new,2025-11-04T13:35:10.567Z
"Geraldo Ferreira",geraldoferreira32@gmail.com,(31) 96295-8772,2215,MONOFASICO,CEMIG Minas Gerais,new,2025-12-12T00:54:16.383Z
"Mercado Real e Cia",mercadorealecia95@gmail.com,(31) 96929-5174,3196,TRIFASICO,CEMIG Minas Gerais,new,2026-01-06T03:41:23.920Z
"Açougue Puro Ltda",aouguepuroltda56@gmail.com,(31) 92003-5703,2701,TRIFASICO,CEMIG Minas Gerais,new,2025-11-09T16:08:16.076Z
"Açougue Real",aouguereal13@gmail.com,(31) 96115-9308,3445,MONOFASICO,CEMIG Minas Gerais,new,2025-10-19T18:20:29.057Z
"Luiz Souza",luizsouza85@gmail.com,(31) 94324-2458,2065,BIFASICO,CEMIG Minas Gerais,new,2025-10-17T03:15:38.271Z
"Mercado do Bairro e Cia",mercadodobairroecia99@gmail.com,(31) 92202-6804,2682,MONOFASICO,CEMIG Minas Gerais,new,2026-01-07T09:27:15.202Z
"Padaria Premium",padariapremium79@gmail.com,(31) 94073-6077,3106,BIFASICO,CEMIG Minas Gerais,new,2025-11-15T10:36:48.058Z
"Açougue Real",aouguereal55@gmail.com,(31) 91893-3351,2723,MONOFASICO,CEMIG Minas Gerais,new,2025-10-16T20:58:58.278Z
"Açougue Puro e Cia",aouguepuroecia75@gmail.com,(31) 94369-4979,1216,BIFASICO,CEMIG Minas Gerais,new,2026-01-04T03:49:47.758Z
"Patricia Ferreira",patriciaferreira3@gmail.com,(31) 97041-1446,3983,TRIFASICO,CEMIG Minas Gerais,new,2025-12-18T18:45:19.772Z
"Padaria Tropical Express",padariatropicalexpress40@gmail.com,(31) 90840-4089,331,MONOFASICO,CEMIG Minas Gerais,new,2025-12-18T05:39:06.015Z
"Antonio Santos",antoniosantos23@gmail.com,(31) 95758-8882,3288,BIFASICO,CEMIG Minas Gerais,new,2025-12-16T13:04:42.299Z
"Mercado Sabor Express",mercadosaborexpress49@gmail.com,(31) 97442-6448,3770,TRIFASICO,CEMIG Minas Gerais,new,2025-10-24T08:33:13.049Z
"Sorveteria Gostoso Ltda",sorveteriagostosoltda77@gmail.com,(31) 98565-2046,1416,TRIFASICO,CEMIG Minas Gerais,new,2025-11-02T09:45:23.594Z
"Paulo Gomes",paulogomes42@gmail.com,(31) 97192-0073,3458,TRIFASICO,CEMIG Minas Gerais,new,2025-10-20T14:20:25.777Z
"Açougue Sabor Ltda",aouguesaborltda1@gmail.com,(31) 95650-7510,2836,BIFASICO,CEMIG Minas Gerais,new,2026-01-07T03:35:51.315Z
"Mercado Tropical e Cia",mercadotropicalecia78@gmail.com,(31) 99842-8157,2763,BIFASICO,CEMIG Minas Gerais,new,2025-10-27T11:02:56.690Z
"Sorveteria Tropical Ltda",sorveteriatropicalltda6@gmail.com,(31) 91783-1163,3905,BIFASICO,CEMIG Minas Gerais,new,2025-12-27T09:24:26.473Z
"Sorveteria Sabor Ltda",sorveteriasaborltda88@gmail.com,(31) 95769-2189,870,MONOFASICO,CEMIG Minas Gerais,new,2025-11-14T06:31:22.326Z
"Sorveteria Real Ltda",sorveteriarealltda41@gmail.com,(31) 92074-7445,1725,TRIFASICO,CEMIG Minas Gerais,new,2025-12-30T08:28:44.698Z
"Sorveteria Real Express",sorveteriarealexpress73@gmail.com,(31) 92124-3897,1020,TRIFASICO,CEMIG Minas Gerais,new,2025-12-13T16:19:50.689Z
"Padaria Mineiro Express",padariamineiroexpress18@gmail.com,(31) 96475-0512,4177,BIFASICO,CEMIG Minas Gerais,new,2025-10-14T16:20:25.675Z
"Sorveteria Mais e Cia",sorveteriamaisecia68@gmail.com,(31) 94181-3105,3517,BIFASICO,CEMIG Minas Gerais,new,2025-12-19T02:36:51.732Z
"Fernanda Carvalho",fernandacarvalho98@gmail.com,(31) 90895-5068,797,BIFASICO,CEMIG Minas Gerais,new,2025-11-15T03:49:50.107Z
"Padaria Gostoso Ltda",padariagostosoltda93@gmail.com,(31) 99711-0617,586,TRIFASICO,CEMIG Minas Gerais,new,2025-12-27T04:16:50.785Z
"Fernanda Gomes",fernandagomes19@gmail.com,(31) 91047-9683,4139,BIFASICO,CEMIG Minas Gerais,new,2025-10-30T03:39:54.115Z
"Mercado Gostoso e Cia",mercadogostosoecia16@gmail.com,(31) 90209-9055,637,TRIFASICO,CEMIG Minas Gerais,new,2025-10-11T10:51:07.497Z
"Patricia Carvalho",patriciacarvalho86@gmail.com,(31) 93653-2760,1974,BIFASICO,CEMIG Minas Gerais,new,2025-11-19T17:47:10.135Z
"Lucas Lima",lucaslima45@gmail.com,(31) 92944-0055,4607,TRIFASICO,CEMIG Minas Gerais,new,2025-10-17T01:16:17.742Z
"Padaria Puro e Cia",padariapuroecia88@gmail.com,(31) 90391-5204,3608,MONOFASICO,CEMIG Minas Gerais,new,2025-10-29T10:16:57.395Z
"Açougue Gostoso Express",aouguegostosoexpress20@gmail.com,(31) 97411-1510,407,BIFASICO,CEMIG Minas Gerais,new,2025-10-20T17:34:46.199Z
"Lucas Carvalho",lucascarvalho45@gmail.com,(31) 97577-5119,2912,MONOFASICO,CEMIG Minas Gerais,new,2025-11-27T12:56:41.435Z
"Sandra Pereira",sandrapereira62@gmail.com,(31) 96152-4575,4451,BIFASICO,CEMIG Minas Gerais,new,2025-12-30T04:54:27.900Z
"Açougue Mais Express",aouguemaisexpress3@gmail.com,(31) 96499-9152,567,BIFASICO,CEMIG Minas Gerais,new,2025-12-26T06:26:56.643Z
"Sorveteria do Bairro e Cia",sorveteriadobairroecia41@gmail.com,(31) 94275-2933,3883,TRIFASICO,CEMIG Minas Gerais,new,2025-10-09T23:47:33.485Z
"Sorveteria do Bairro Ltda",sorveteriadobairroltda88@gmail.com,(31) 92250-7351,4699,BIFASICO,CEMIG Minas Gerais,new,2025-11-13T21:32:11.879Z
"Açougue Premium e Cia",aouguepremiumecia21@gmail.com,(31) 99869-3493,1206,TRIFASICO,CEMIG Minas Gerais,new,2025-11-11T10:00:15.439Z
"Açougue Tropical Ltda",aouguetropicalltda41@gmail.com,(31) 98172-1011,4896,TRIFASICO,CEMIG Minas Gerais,new,2025-12-11T07:59:28.933Z
"Sorveteria Puro e Cia",sorveteriapuroecia88@gmail.com,(31) 94905-2447,4757,BIFASICO,CEMIG Minas Gerais,new,2025-12-07T05:00:04.585Z
"Francisco Oliveira",franciscooliveira35@gmail.com,(31) 95163-7993,1577,TRIFASICO,CEMIG Minas Gerais,new,2025-10-14T22:38:19.252Z
"Carlos Silva",carlossilva99@gmail.com,(31) 94455-5462,3948,BIFASICO,CEMIG Minas Gerais,new,2025-12-10T08:15:11.515Z
"Fernanda Almeida",fernandaalmeida36@gmail.com,(31) 93283-7386,3875,TRIFASICO,CEMIG Minas Gerais,new,2025-10-31T00:01:58.412Z
"Açougue Tropical Express",aouguetropicalexpress19@gmail.com,(31) 94069-4949,2925,MONOFASICO,CEMIG Minas Gerais,new,2025-10-27T10:48:48.979Z
"Açougue Mais",aouguemais13@gmail.com,(31) 97409-8162,654,TRIFASICO,CEMIG Minas Gerais,new,2025-11-17T02:29:12.332Z
"Açougue Mineiro Express",aouguemineiroexpress4@gmail.com,(31) 90151-8837,4594,TRIFASICO,CEMIG Minas Gerais,new,2025-10-24T12:56:37.089Z
"Açougue Puro Ltda",aouguepuroltda71@gmail.com,(31) 97158-3747,4309,TRIFASICO,CEMIG Minas Gerais,new,2025-12-31T01:20:13.095Z
"Paulo Martins",paulomartins17@gmail.com,(31) 96983-8520,4190,BIFASICO,CEMIG Minas Gerais,new,2025-10-31T14:32:50.700Z
"Padaria Gostoso Express",padariagostosoexpress87@gmail.com,(31) 92883-0446,4495,BIFASICO,CEMIG Minas Gerais,new,2025-10-24T00:54:52.248Z
"Mercado Tropical Ltda",mercadotropicalltda84@gmail.com,(31) 96543-2672,3623,BIFASICO,CEMIG Minas Gerais,new,2025-12-07T07:34:12.826Z
"Sorveteria Sabor e Cia",sorveteriasaborecia59@gmail.com,(31) 98834-8543,2588,MONOFASICO,CEMIG Minas Gerais,new,2025-11-13T06:28:20.488Z
"Sorveteria Tropical",sorveteriatropical68@gmail.com,(31) 92188-1035,2951,BIFASICO,CEMIG Minas Gerais,new,2025-12-26T18:31:36.821Z
"Ana Lima",analima60@gmail.com,(31) 94906-7910,3597,MONOFASICO,CEMIG Minas Gerais,new,2025-11-24T16:21:00.838Z
"Sorveteria Puro e Cia",sorveteriapuroecia82@gmail.com,(31) 93144-5289,2627,TRIFASICO,CEMIG Minas Gerais,new,2025-10-11T18:24:13.931Z
"Luiz Ribeiro",luizribeiro19@gmail.com,(31) 98263-4072,3745,TRIFASICO,CEMIG Minas Gerais,new,2025-11-08T14:15:51.247Z
"Mercado Mineiro Ltda",mercadomineiroltda37@gmail.com,(31) 99733-8770,1894,BIFASICO,CEMIG Minas Gerais,new,2026-01-04T00:12:22.699Z
"Sorveteria Real Express",sorveteriarealexpress31@gmail.com,(31) 91947-3670,1809,TRIFASICO,CEMIG Minas Gerais,new,2025-12-03T03:33:09.257Z
"Mercado Gostoso Ltda",mercadogostosoltda62@gmail.com,(31) 98612-1119,4720,BIFASICO,CEMIG Minas Gerais,new,2025-12-05T18:14:39.779Z
"Carlos Gomes",carlosgomes34@gmail.com,(31) 96518-2692,4674,TRIFASICO,CEMIG Minas Gerais,new,2025-11-25T22:43:33.965Z
"Paulo Gomes",paulogomes33@gmail.com,(31) 98266-3752,2705,BIFASICO,CEMIG Minas Gerais,new,2025-11-15T04:22:48.900Z
"Camila Pereira",camilapereira16@gmail.com,(31) 97767-3033,2065,BIFASICO,CEMIG Minas Gerais,new,2025-12-11T03:38:39.562Z
"Açougue Real Express",aouguerealexpress27@gmail.com,(31) 96985-4963,1496,MONOFASICO,CEMIG Minas Gerais,new,2025-10-12T15:22:10.418Z
"Rafael Pereira",rafaelpereira49@gmail.com,(31) 95096-7510,2733,TRIFASICO,CEMIG Minas Gerais,new,2025-12-20T06:04:49.296Z
"Lucas Almeida",lucasalmeida64@gmail.com,(31) 91123-2861,4257,TRIFASICO,CEMIG Minas Gerais,new,2025-11-28T00:08:42.780Z
"Sorveteria Sabor Express",sorveteriasaborexpress16@gmail.com,(31) 99231-5708,2109,BIFASICO,CEMIG Minas Gerais,new,2025-12-13T07:51:49.295Z
"Mercado Mineiro",mercadomineiro44@gmail.com,(31) 96268-9984,2434,BIFASICO,CEMIG Minas Gerais,new,2025-10-23T12:25:58.612Z
"Francisco Ribeiro",franciscoribeiro87@gmail.com,(31) 90665-6138,300,BIFASICO,CEMIG Minas Gerais,new,2025-12-31T08:40:21.307Z
"Padaria Central Express",padariacentralexpress68@gmail.com,(31) 91807-8386,2340,BIFASICO,CEMIG Minas Gerais,new,2025-10-29T09:01:49.666Z
"Padaria Central Ltda",padariacentralltda92@gmail.com,(31) 99862-6650,4156,TRIFASICO,CEMIG Minas Gerais,new,2025-10-26T21:37:07.964Z
"Carlos Silva",carlossilva17@gmail.com,(31) 97353-9361,557,BIFASICO,CEMIG Minas Gerais,new,2025-10-18T19:55:30.899Z
"Padaria do Bairro",padariadobairro89@gmail.com,(31) 90700-9333,2659,BIFASICO,CEMIG Minas Gerais,new,2025-12-30T23:28:51.371Z
"Sorveteria Mineiro Express",sorveteriamineiroexpress53@gmail.com,(31) 93973-4943,3582,BIFASICO,CEMIG Minas Gerais,new,2025-10-15T17:14:24.637Z
"Patricia Pereira",patriciapereira71@gmail.com,(31) 98821-8796,1622,TRIFASICO,CEMIG Minas Gerais,new,2025-12-26T10:23:23.965Z
"Sorveteria Sabor Express",sorveteriasaborexpress35@gmail.com,(31) 95559-4102,1857,TRIFASICO,CEMIG Minas Gerais,new,2026-01-05T16:35:00.483Z
"Açougue Mais Ltda",aouguemaisltda70@gmail.com,(31) 97466-3825,2864,TRIFASICO,CEMIG Minas Gerais,new,2025-10-28T00:11:55.803Z
"Padaria Tropical e Cia",padariatropicalecia12@gmail.com,(31) 93227-9790,4492,BIFASICO,CEMIG Minas Gerais,new,2025-10-22T22:16:17.522Z
"Aline Silva",alinesilva35@gmail.com,(31) 97103-8283,3886,BIFASICO,CEMIG Minas Gerais,new,2025-10-24T15:29:18.333Z
"Mercado Sabor",mercadosabor25@gmail.com,(31) 98404-4198,3766,TRIFASICO,CEMIG Minas Gerais,new,2026-01-02T03:24:12.305Z
"Açougue Gostoso",aouguegostoso12@gmail.com,(31) 99332-0422,1783,TRIFASICO,CEMIG Minas Gerais,new,2025-11-18T11:11:24.793Z
"Sorveteria Puro Express",sorveteriapuroexpress72@gmail.com,(31) 93628-2273,3410,BIFASICO,CEMIG Minas Gerais,new,2025-10-16T00:38:01.530Z
"Açougue do Bairro e Cia",aouguedobairroecia89@gmail.com,(31) 96878-3018,1972,TRIFASICO,CEMIG Minas Gerais,new,2025-11-01T02:51:56.763Z
"Sorveteria Tropical",sorveteriatropical3@gmail.com,(31) 97582-5832,1943,BIFASICO,CEMIG Minas Gerais,new,2025-12-07T04:52:39.968Z
"Sorveteria Mineiro Express",sorveteriamineiroexpress82@gmail.com,(31) 91885-8468,3152,TRIFASICO,CEMIG Minas Gerais,new,2025-11-18T00:23:41.075Z
"Mercado Real e Cia",mercadorealecia55@gmail.com,(31) 98334-0833,2846,TRIFASICO,CEMIG Minas Gerais,new,2025-10-20T00:54:27.598Z
"Luiz Costa",luizcosta4@gmail.com,(31) 93051-5198,4906,BIFASICO,CEMIG Minas Gerais,new,2025-11-20T06:19:47.071Z
"Sandra Carvalho",sandracarvalho52@gmail.com,(31) 94420-3069,3801,TRIFASICO,CEMIG Minas Gerais,new,2025-11-25T23:10:22.174Z
"Padaria Puro Express",padariapuroexpress45@gmail.com,(31) 99461-9046,4060,TRIFASICO,CEMIG Minas Gerais,new,2025-12-20T07:52:24.411Z
"Açougue Central e Cia",aouguecentralecia92@gmail.com,(31) 98512-7730,4567,MONOFASICO,CEMIG Minas Gerais,new,2025-11-30T01:34:39.345Z
